Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Gene Name or Symbol	
PF3D7_1340400	PF3D7_1340400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,610,715..1,611,989(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1340400	N/A	
PF3D7_1340500	PF3D7_1340500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,613,197..1,616,805(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1340500	N/A	
PF3D7_1340600	PF3D7_1340600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,618,001..1,619,728(-)	RNA lariat debranching enzyme, putative	protein coding	PF3D7_1340600	DBR1	
PF3D7_1340700	PF3D7_1340700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,621,292..1,622,718(-)	ras-related protein Rab-11B	protein coding	PF3D7_1340700	RAB11b	
PF3D7_1340800	PF3D7_1340800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,624,054..1,624,490(+)	mitochondrial pyruvate carrier protein 1, putative	protein coding	PF3D7_1340800	MPC1	
PF3D7_1340900	PF3D7_1340900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,627,311..1,629,480(+)	sodium-dependent phosphate transporter	protein coding	PF3D7_1340900	PiT	
PF3D7_1341000	PF3D7_1341000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,631,333..1,631,406(+)	tRNA Arginine	tRNA encoding	PF3D7_1341000	N/A	
PF3D7_1341100	PF3D7_1341100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,632,602..1,632,709(-)	U6 spliceosomal RNA	snRNA encoding	PF3D7_1341100	N/A	
PF3D7_1341200	PF3D7_1341200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,633,860..1,634,530(-)	60S ribosomal protein L18, putative	protein coding	PF3D7_1341200	N/A	
PF3D7_1341300	PF3D7_1341300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,636,556..1,637,833(+)	60S ribosomal protein L18-2, putative	protein coding	PF3D7_1341300	N/A	
PF3D7_1341400	PF3D7_1341400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,637,268..1,637,347(+)	small nucleolar RNA snoR20	snoRNA encoding	PF3D7_1341400	N/A	
PF3D7_1341500	PF3D7_1341500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,639,617..1,641,143(+)	inner membrane complex suture component, putative	protein coding	PF3D7_1341500	ISC1	
PF3D7_1341600	PF3D7_1341600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,642,119..1,644,479(+)	GPI mannosyltransferase 3	protein coding	PF3D7_1341600	GPI10	
PF3D7_1341700	PF3D7_1341700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,645,066..1,645,666(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1341700	N/A	
PF3D7_1341800	PF3D7_1341800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,646,330..1,647,718(-)	inner membrane complex protein 1k, putative	protein coding	PF3D7_1341800	IMC1k	
PF3D7_1341900	PF3D7_1341900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,649,113..1,650,649(-)	V-type proton ATPase subunit D, putative	protein coding	PF3D7_1341900	N/A	
PF3D7_1342000	PF3D7_1342000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,653,211..1,654,131(-)	40S ribosomal protein S6	protein coding	PF3D7_1342000	N/A	
PF3D7_1342100	PF3D7_1342100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,657,442..1,660,171(+)	aconitate hydratase	protein coding	PF3D7_1342100	IRP	
PF3D7_1342200	PF3D7_1342200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,660,812..1,663,730(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_1342200	N/A	
PF3D7_1342300	PF3D7_1342300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,664,854..1,665,645(+)	tetratricopeptide repeat protein, putative	protein coding	PF3D7_1342300	N/A	
PF3D7_1342400	PF3D7_1342400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,666,832..1,668,153(-)	casein kinase II beta chain	protein coding	PF3D7_1342400	CK2beta2	
PF3D7_1342500	PF3D7_1342500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,669,694..1,670,956(-)	sporozoite protein essential for cell traversal	protein coding	PF3D7_1342500	SPECT1	
PF3D7_1342600	PF3D7_1342600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,673,699..1,676,539(+)	myosin A	protein coding	PF3D7_1342600	MyoA	
PF3D7_1342700	PF3D7_1342700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,677,540..1,677,917(-)	DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative	protein coding	PF3D7_1342700	RPB12	
PF3D7_1342800	PF3D7_1342800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,679,693..1,681,444(+)	phosphoenolpyruvate carboxykinase	protein coding	PF3D7_1342800	PEPCK	
PF3D7_1342900	PF3D7_1342900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,682,393..1,693,969(-)	AP2 domain transcription factor, putative	protein coding	PF3D7_1342900	ApiAP2	
PF3D7_1343000	PF3D7_1343000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,696,894..1,698,113(+)	phosphoethanolamine N-methyltransferase	protein coding	PF3D7_1343000	PMT	
PF3D7_1343100	PF3D7_1343100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,699,683..1,700,630(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1343100	N/A	
PF3D7_1343200	PF3D7_1343200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,704,570..1,706,123(+)	tRNA guanosine-2'-O-methyltransferase, putative	protein coding	PF3D7_1343200	N/A	
PF3D7_1343300	PF3D7_1343300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,707,731..1,710,679(-)	CDT1-like protein, putative	protein coding	PF3D7_1343300	N/A	
PF3D7_1343400	PF3D7_1343400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,714,443..1,719,255(+)	DNA repair protein RAD5, putative	protein coding	PF3D7_1343400	RAD5	
PF3D7_1343500	PF3D7_1343500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,720,319..1,721,672(+)	conserved protein, unknown function	protein coding	PF3D7_1343500	N/A	
PF3D7_1343600	PF3D7_1343600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,721,904..1,723,685(-)	UDP-N-acetylglucosamine pyrophosphorylase, putative	protein coding	PF3D7_1343600	N/A	
PF3D7_1343700	PF3D7_1343700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,724,817..1,726,997(-)	kelch protein K13	protein coding	PF3D7_1343700	Kelch13	
PF3D7_1343800	PF3D7_1343800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,730,702..1,753,486(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1343800	N/A	
PF3D7_1343900	PF3D7_1343900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,756,212..1,758,158(+)	U4/U6 small nuclear ribonucleoprotein PRP4, putative	protein coding	PF3D7_1343900	PRPF4	
PF3D7_1344000	PF3D7_1344000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,759,466..1,761,991(+)	aminomethyltransferase, putative	protein coding	PF3D7_1344000	N/A	
PF3D7_1344100	PF3D7_1344100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,764,190..1,766,607(+)	TLD domain-containing protein, putative	protein coding	PF3D7_1344100	N/A	
PF3D7_1344200	PF3D7_1344200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,769,129..1,771,927(+)	endoplasmic reticulum chaperone GRP170	protein coding	PF3D7_1344200	GRP170	
PF3D7_1344300	PF3D7_1344300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,774,275..1,779,042(-)	zinc finger protein, putative	protein coding	PF3D7_1344300	N/A	
PF3D7_1344400	PF3D7_1344400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,785,333..1,786,805(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1344400	N/A	
PF3D7_1344500	PF3D7_1344500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,787,820..1,788,869(-)	U6 snRNA phosphodiesterase, putative	protein coding	PF3D7_1344500	USB1	
PF3D7_1344600	PF3D7_1344600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,789,425..1,790,672(+)	lipoyl synthase	protein coding	PF3D7_1344600	LipA	
PF3D7_1344700	PF3D7_1344700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,791,032..1,794,766(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1344700	N/A	
PF3D7_1344800	PF3D7_1344800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,796,274..1,797,709(+)	aspartate carbamoyltransferase	protein coding	PF3D7_1344800	ATCase	
PF3D7_1344900	PF3D7_1344900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,801,271..1,805,737(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1344900	N/A	
PF3D7_1345000	PF3D7_1345000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,807,159..1,809,617(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1345000	N/A	
PF3D7_1345100	PF3D7_1345100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,809,736..1,810,521(-)	thioredoxin 2	protein coding	PF3D7_1345100	TRX2	
PF3D7_1345200	PF3D7_1345200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,812,220..1,813,929(-)	rhomboid protease ROM6, putative	protein coding	PF3D7_1345200	ROM6	
PF3D7_1345300	PF3D7_1345300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,815,075..1,815,548(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1345300	N/A	
PF3D7_1345400	PF3D7_1345400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,816,344..1,821,300(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1345400	N/A	
PF3D7_1345500	PF3D7_1345500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,823,190..1,824,026(+)	ubiquitin-conjugating enzyme E2	protein coding	PF3D7_1345500	UBC	
PF3D7_1345600	PF3D7_1345600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,826,411..1,827,649(+)	inner membrane complex protein	protein coding	PF3D7_1345600	N/A	
PF3D7_1345700	PF3D7_1345700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,828,283..1,829,689(-)	isocitrate dehydrogenase [NADP], mitochondrial	protein coding	PF3D7_1345700	IDH	
PF3D7_1345800	PF3D7_1345800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,831,842..1,834,991(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1345800	N/A	
PF3D7_1345900	PF3D7_1345900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,835,511..1,836,799(-)	kinetochore protein SPC25, putative	protein coding	PF3D7_1345900	SPC25	
PF3D7_1346000	PF3D7_1346000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,837,752..1,840,105(-)	dynactin subunit 2, putative	protein coding	PF3D7_1346000	N/A	
PF3D7_1346100	PF3D7_1346100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,843,376..1,844,897(+)	protein transport protein SEC61 subunit alpha	protein coding	PF3D7_1346100	SEC61A	
PF3D7_1346200	PF3D7_1346200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,845,878..1,846,384(-)	nuclear import protein MOG1, putative	protein coding	PF3D7_1346200	N/A	
PF3D7_1346300	PF3D7_1346300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,849,528..1,850,517(+)	DNA/RNA-binding protein Alba 2	protein coding	PF3D7_1346300	ALBA2	
PF3D7_1346400	PF3D7_1346400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,852,898..1,870,864(+)	VPS13 domain-containing protein, putative	protein coding	PF3D7_1346400	N/A	
PF3D7_1346500	PF3D7_1346500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,871,922..1,873,709(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1346500	N/A	
PF3D7_1346600	PF3D7_1346600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,874,060..1,874,725(-)	conserved protein, unknown function	protein coding	PF3D7_1346600	N/A	
PF3D7_1346700	PF3D7_1346700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,876,016..1,877,362(-)	6-cysteine protein	protein coding	PF3D7_1346700	P48/45	
PF3D7_1346800	PF3D7_1346800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,878,875..1,880,194(-)	6-cysteine protein P47	protein coding	PF3D7_1346800	P47	
PF3D7_1346900	PF3D7_1346900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,881,902..1,882,657(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1346900	N/A	
PF3D7_1347000	PF3D7_1347000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,882,964..1,884,946(-)	WD repeat-containing protein 92, putative	protein coding	PF3D7_1347000	WDR92	
PF3D7_1347100	PF3D7_1347100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,886,344..1,888,476(+)	DNA topoisomerase 3, putative	protein coding	PF3D7_1347100	TOP3	
PF3D7_1347200	PF3D7_1347200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,889,853..1,891,121(-)	nucleoside transporter 1	protein coding	PF3D7_1347200	NT1	
PF3D7_1347300	PF3D7_1347300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,893,613..1,895,023(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_1347300	N/A	
PF3D7_1347400	PF3D7_1347400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,895,983..1,896,402(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1347400	N/A	
PF3D7_1347500	PF3D7_1347500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,897,983..1,899,362(-)	DNA/RNA-binding protein Alba 4	protein coding	PF3D7_1347500	ALBA4	
PF3D7_1347600	PF3D7_1347600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,902,723..1,905,355(+)	conserved protein, unknown function	protein coding	PF3D7_1347600	N/A	
PF3D7_1347700	PF3D7_1347700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,908,960..1,910,885(+)	ethanolamine-phosphate cytidylyltransferase	protein coding	PF3D7_1347700	ECT	
PF3D7_1347800	PF3D7_1347800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,911,507..1,912,832(+)	leucine-rich repeat protein	protein coding	PF3D7_1347800	LRR4.1	
PF3D7_1347900	PF3D7_1347900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,912,948..1,918,904(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1347900	N/A	
PF3D7_1348000	PF3D7_1348000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,919,834..1,923,999(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1348000	N/A	
PF3D7_1348100	PF3D7_1348100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,925,049..1,926,780(+)	GTPase, putative	protein coding	PF3D7_1348100	N/A	
PF3D7_1348200	PF3D7_1348200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,927,449..1,928,260(+)	step II splicing factor, putative	protein coding	PF3D7_1348200	N/A	
PF3D7_1348300	PF3D7_1348300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,929,091..1,933,721(-)	elongation factor Tu, putative	protein coding	PF3D7_1348300	N/A	
PF3D7_1348400	PF3D7_1348400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,935,596..1,947,380(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_1348400	N/A	
PF3D7_1348500	PF3D7_1348500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,950,400..1,951,847(+)	TBC domain protein, putative	protein coding	PF3D7_1348500	N/A	
PF3D7_1348600	PF3D7_1348600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,953,304..1,954,852(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1348600	N/A	
PF3D7_1348700	PF3D7_1348700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,955,254..1,958,358(-)	WD repeat-containing protein 16, putative	protein coding	PF3D7_1348700	WDR16	
PF3D7_1348800	PF3D7_1348800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,959,657..1,965,677(+)	E1-E2 ATPase, putative	protein coding	PF3D7_1348800	N/A	
PF3D7_1348900	PF3D7_1348900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,965,963..1,966,322(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1348900	N/A	
PF3D7_1349000	PF3D7_1349000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,966,890..1,969,427(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1349000	N/A	
PF3D7_1349100	PF3D7_1349100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,969,769..1,970,752(-)	nucleoside diphosphate hydrolase, putative	protein coding	PF3D7_1349100	N/A	
PF3D7_1349200	PF3D7_1349200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,971,890..1,974,481(-)	glutamate--tRNA ligase, putative	protein coding	PF3D7_1349200	N/A	
PF3D7_1349300	PF3D7_1349300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,977,269..1,982,692(+)	tyrosine kinase-like protein	protein coding	PF3D7_1349300	TKL3	
PF3D7_1349400	PF3D7_1349400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,983,823..1,985,011(+)	cytidine and deoxycytidylate deaminase, putative	protein coding	PF3D7_1349400	N/A	
PF3D7_1349500	PF3D7_1349500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,985,337..1,995,614(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1349500	N/A	
PF3D7_1349600	PF3D7_1349600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,997,023..1,998,282(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1349600	N/A	
PF3D7_1349700	PF3D7_1349700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,998,815..1,999,771(+)	peptidase, putative	protein coding	PF3D7_1349700	N/A	
PF3D7_1349800	PF3D7_1349800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,000,681..2,002,000(+)	GPN-loop GTPase, putative	protein coding	PF3D7_1349800	N/A	
PF3D7_1349900	PF3D7_1349900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,002,429..2,002,989(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1349900	N/A	
PF3D7_1350000	PF3D7_1350000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,003,332..2,005,134(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1350000	N/A	
PF3D7_1350100	PF3D7_1350100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,005,962..2,007,950(-)	lysine--tRNA ligase	protein coding	PF3D7_1350100	KRS1	
PF3D7_1350200	PF3D7_1350200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,009,477..2,010,281(-)	small nuclear ribonucleoprotein E, putative	protein coding	PF3D7_1350200	SNRPE	
PF3D7_1350300	PF3D7_1350300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,011,168..2,012,085(+)	conserved protein, unknown function	protein coding	PF3D7_1350300	N/A	
PF3D7_1350400	PF3D7_1350400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,012,799..2,014,919(+)	ubiquitin-activating enzyme E1, putative	protein coding	PF3D7_1350400	N/A	
PF3D7_1350500	PF3D7_1350500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,015,367..2,018,801(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1350500	N/A	
PF3D7_1350600	PF3D7_1350600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,021,350..2,022,307(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1350600	N/A	
PF3D7_1350700	PF3D7_1350700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,023,259..2,024,944(+)	N6-adenine-specific methylase, putative	protein coding	PF3D7_1350700	N/A	
PF3D7_1350800	PF3D7_1350800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,025,366..2,026,106(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1350800	N/A	
PF3D7_1350900	PF3D7_1350900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,027,073..2,028,638(-)	AP2 domain transcription factor AP2-O4, putative	protein coding	PF3D7_1350900	ApiAP2	
PF3D7_1351000	PF3D7_1351000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,033,838..2,039,882(+)	phosphatidylinositol transfer protein, putative	protein coding	PF3D7_1351000	N/A	
PF3D7_1351100	PF3D7_1351100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,040,405..2,041,555(-)	conserved protein, unknown function	protein coding	PF3D7_1351100	N/A	
PF3D7_1351200	PF3D7_1351200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,043,106..2,047,758(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1351200	N/A	
PF3D7_1351300	PF3D7_1351300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,048,381..2,049,656(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_1351300	N/A	
PF3D7_1351400	PF3D7_1351400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,052,108..2,053,384(+)	60S ribosomal protein L17, putative	protein coding	PF3D7_1351400	N/A	
PF3D7_1351500	PF3D7_1351500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,052,741..2,052,885(+)	small nucleolar RNA snoR21	snoRNA encoding	PF3D7_1351500	N/A	
PF3D7_1351600	PF3D7_1351600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,055,216..2,056,721(+)	glycerol kinase	protein coding	PF3D7_1351600	GK	
PF3D7_1351700	PF3D7_1351700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,059,616..2,063,924(+)	inner membrane complex protein 1f, putative	protein coding	PF3D7_1351700	IMC1f	
PF3D7_1351800	PF3D7_1351800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,065,373..2,066,409(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1351800.1, PF3D7_1351800.2	N/A	
PF3D7_1351800	PF3D7_1351800.2	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,065,373..2,066,409(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1351800.1, PF3D7_1351800.2	N/A	
PF3D7_1351900	PF3D7_1351900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,067,529..2,068,767(-)	conserved protein, unknown function	protein coding	PF3D7_1351900	N/A	
PF3D7_1352000	PF3D7_1352000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,069,317..2,075,337(+)	GTP-binding protein, putative	protein coding	PF3D7_1352000	N/A	
PF3D7_1352100	PF3D7_1352100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,076,078..2,079,227(-)	ABC transporter B family member 6, putative	protein coding	PF3D7_1352100	ABCB6	
PF3D7_1352200	PF3D7_1352200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,080,764..2,083,152(+)	U3 small nucleolar RNA-associated protein 15, putative	protein coding	PF3D7_1352200	UTP15	
PF3D7_1352300	PF3D7_1352300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,083,689..2,085,530(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1352300	N/A	
PF3D7_1352400	PF3D7_1352400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,087,393..2,092,177(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1352400	N/A	
PF3D7_1352500	PF3D7_1352500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,093,365..2,094,337(-)	thioredoxin-related protein, putative	protein coding	PF3D7_1352500	N/A	
PF3D7_1352600	PF3D7_1352600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,096,326..2,099,369(-)	protein kinase, putative	protein coding	PF3D7_1352600	N/A	
PF3D7_1352700	PF3D7_1352700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,101,485..2,109,086(+)	intron-binding protein aquarius, putative	protein coding	PF3D7_1352700	AQR	
PF3D7_1352800	PF3D7_1352800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,110,352..2,113,356(+)	vacuolar fusion protein MON1, putative	protein coding	PF3D7_1352800	MON1	
PF3D7_1352900	PF3D7_1352900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,114,157..2,116,211(-)	Plasmodium exported protein, unknown function	protein coding	PF3D7_1352900	N/A	
PF3D7_1353000	PF3D7_1353000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,118,361..2,120,913(-)	tryptophan-rich protein, pseudogene	protein coding	PF3D7_1353000	LysTrpA	
PF3D7_1353100	PF3D7_1353100.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,124,272..2,125,270(-)	Plasmodium exported protein, unknown function	protein coding	PF3D7_1353100	N/A	
PF3D7_1353200	PF3D7_1353200.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,130,531..2,131,065(+)	membrane associated histidine-rich protein 2	protein coding	PF3D7_1353200	MAHRP2	
PF3D7_1353300	PF3D7_1353300.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,132,068..2,138,583(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1353300	N/A	
PF3D7_1353400	PF3D7_1353400.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,139,728..2,143,222(+)	Ran-binding protein, putative	protein coding	PF3D7_1353400	N/A	
PF3D7_1353500	PF3D7_1353500.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,144,125..2,145,105(+)	RNA polymerase II transcription factor B subunit 4, putative	protein coding	PF3D7_1353500	TFB4	
PF3D7_1353600	PF3D7_1353600.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,146,181..2,147,147(-)	ER lumen protein retaining receptor	protein coding	PF3D7_1353600	ERD2	
PF3D7_1353700	PF3D7_1353700.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,150,068..2,150,574(+)	reactive oxygen species modulator 1, putative	protein coding	PF3D7_1353700	ROMO1	
PF3D7_1353800	PF3D7_1353800.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,151,402..2,152,373(-)	proteasome subunit alpha type-4, putative	protein coding	PF3D7_1353800	N/A	
PF3D7_1353900	PF3D7_1353900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,154,162..2,155,217(+)	proteasome subunit alpha type-7, putative	protein coding	PF3D7_1353900	N/A	
PF3D7_1354000	PF3D7_1354000.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:2,155,755..2,157,542(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_1354000	N/A	
