Gene.ID	Gene.Name.or.Symbol	Product.Description	Antisense.Sporozoite_vs_Oocyst_logFC	Antisense.Sporozoite_vs_Oocyst_test	Antisense.Blood_vs_Oocyst_logFC	Antisense.Blood_vs_Oocyst_test	Sense.Sporozoite_vs_Oocyst_logFC	Sense.Sporozoite_vs_Oocyst_test	Sense.Blood_vs_Oocyst_logFC	Sense.Blood_vs_Oocyst_test
PF3D7_0317000	N/A	proteasome subunit alpha type-3, putative	-0.635647518278302	0	-1.35702746818765	0	0.108906195907889	0	-2.56181864888445	-1
PF3D7_1020700	N/A	N-acetyltransferase, GNAT family, putative	-0.614004544181089	0	-2.66686700054749	-1	0.782875562216208	0	-1.98721505898662	-1
PF3D7_1413900	N/A	DnaJ protein, putative	0.152723478625025	0	-0.472333932294861	0	-3.91759522625854	-1	-0.252606309413549	0
PF3D7_1143300	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1, putative	-0.750953982375719	0	0.223824779257575	0	-3.48210710093696	-1	-0.524767217105728	0
PF3D7_0721300	DDX31	ATP-dependent DNA helicase DDX31	-2.06496959348067	-1	-1.20138704286909	0	0.0594677380959423	0	-1.33849051146765	0
PF3D7_1105700	RTCB	tRNA-splicing ligase RtcB, putative	1.40276028022819	0	-2.19606342042764	-1	-2.75656028845507	-1	-1.0069020417716	0
PF3D7_1143400	N/A	translation initiation factor eIF-1A, putative	0.117528814673338	0	-0.47233393223655	0	-2.75945534241976	-1	-1.55741379515903	0
PF3D7_0802600	ACbeta	adenylyl cyclase beta	0.0925841000498924	0	-3.59331382732101	-1	2.04392897738648	1	-3.24178675973283	-1
PF3D7_0920000	ELO3	elongation of fatty acids protein, putative	-0.876592199844343	0	-1.78516990684543	-1	0.786601647120865	0	-2.86873326234396	-1
PF3D7_0406500	N/A	NYN domain-containing protein, putative	-0.606200673513782	0	1.09829389720338	0	-1.61266057936442	0	-3.64893789550899	-1
PF3D7_0520300	LSM2	U6 snRNA-associated Sm-like protein LSm2, putative	-0.135647518510456	0	-1.0645462179414	0	-2.30753231936419	-1	-1.27788115540699	0
PF3D7_0106300	ATP6	calcium-transporting ATPase	-1.82767242169292	0	-2.25657112127105	-1	0.248817844680973	0	-0.981648947949945	0
PF3D7_1471300	N/A	RAP protein, putative	0.847244623941959	0	0.786828721438675	0	-2.34531072459785	-1	-4.15187223127627	-1
PF3D7_1310400	N/A	conserved Plasmodium protein, unknown function	-0.635647518278302	0	-1.85702746793416	-1	-2.02803711796654	-1	-0.425726094151638	0
PF3D7_0828300	N/A	conserved protein, unknown function	-0.620485250154259	0	-1.078830794271	0	-1.588852380612	-1	-1.66037445595969	-1
PF3D7_1008400	RPT2	26S protease regulatory subunit 4, putative	-2.28301915082496	-1	-0.919436600160337	0	-0.188712221363152	0	-1.57083713215636	-1
PF3D7_0823200	N/A	RNA-binding protein, putative	-0.974683470503256	0	-0.111100919989798	0	-2.79346098289395	-1	-1.09181731074451	0
PF3D7_1130400	RPT5	26S protease regulatory subunit 6A, putative	-0.42491563420883	0	-0.646295583717506	0	-2.81421646827092	-1	-1.11337717374399	0
PF3D7_1434500	N/A	dynein-related AAA-type ATPase, putative	-0.863487260369053	0	-0.450136872688863	0	-4.06273508845822	-1	0.37113005430505	0
PF3D7_0505100	TRS85	trafficking protein particle complex subunit 8, putative	-2.00987813479907	-1	0.222187213058059	0	-3.75574961458424	-1	0.535567213279701	0
PF3D7_0509000	alphaSNAP	alpha-soluble NSF attachment protein, putative	0.428993989940182	0	-0.403582170540591	0	-3.97105861506025	-1	-1.06869386440918	0
PF3D7_0924400	N/A	conserved Plasmodium protein, unknown function	-2.95178162602072	-1	0.0229971353708351	0	-1.54550066762363	-1	-0.664721412059905	0
PF3D7_1216900	N/A	DNA-binding chaperone, putative	-2.12839773363657	-1	-0.849777683819849	0	-2.09194563977456	-1	-0.172526962018196	0
PF3D7_1439700	N/A	leucine carboxyl methyltransferase, putative	-0.313719423490331	0	0.853704415872679	0	-3.86648942076466	-1	-1.94744537152031	-1
PF3D7_1029300	N/A	conserved protein, unknown function	1.66801763871485	0	-1.1111009198208	0	-2.26436688307302	-1	-3.57092839017634	-1
PF3D7_0809900	JmjC1	JmjC domain-containing protein, putative	-2.42812876855041	-1	-0.953350006905361	0	-1.32954332832965	0	-0.571463326712555	0
PF3D7_1431300	LSG1	large subunit GTPase 1, putative	-2.14993209442426	-1	-0.0788307940615085	0	-1.68313296289696	-1	-1.40334182117252	0
PF3D7_1347900	N/A	conserved Plasmodium protein, unknown function	-2.26716472104388	-1	0.75738187717383	0	-1.90367868297218	-1	-1.90452283407612	0
PF3D7_0509400	RNAPI	RNA polymerase I	-2.97468347090893	-1	-1.18710246654084	0	-0.415396753883677	0	-0.752680760733689	0
PF3D7_1406200	SPT6	transcription elongation factor SPT6, putative	-2.59864722815103	-1	-0.866581879737623	0	-2.327059267292	-1	0.450297354384611	0
PF3D7_1021200	N/A	conserved Plasmodium protein, unknown function	-2.60620067397508	-1	-0.450136872537685	0	-1.41337680754731	-1	-0.929094629698315	0
PF3D7_1344900	N/A	conserved Plasmodium protein, unknown function	-2.76716472170457	-1	-0.0533623117327022	0	-2.46339278839917	-1	-0.118156158900613	0
PF3D7_1011800	PREBP	PRE-binding protein	-2.86798165186285	-1	-0.248918141731819	0	-1.9467588007228	-1	-0.391862339444849	0
PF3D7_1228900	N/A	conserved Plasmodium protein, unknown function	-1.39868192399888	0	-0.0350993732755536	0	-3.02578933882672	-1	-1.07647451868118	0
PF3D7_0422500	BRR2	pre-mRNA-splicing helicase BRR2, putative	-3.62839773340658	-1	-0.3113698846255	0	-1.29334675898475	-1	-0.315640216515388	0
PF3D7_0708000	N/A	cytoskeleton associated protein, putative	-2.17084218247106	0	0.0242228747712048	0	-3.92166681283489	-1	0.516118552520035	0
PF3D7_0617800	H2A	histone H2A	-4.13157848327502	-1	0.125955346943407	0	-1.46461136424329	0	-0.105823224255156	0
PF3D7_0525200	SMC6	structural maintenance of chromosomes protein 6, putative	-2.47468347079616	-1	-1.61110091981934	0	-0.904986383963721	0	-0.633158077987437	0
PF3D7_1210600	N/A	conserved Plasmodium protein, unknown function	-3.19116317450153	-1	-0.4590978266951	0	-1.49962545595666	-1	-0.479124699963767	0
PF3D7_0315100	eIF4E	eukaryotic translation initiation factor 4E	-1.62839773361288	-1	-2.26481518268325	-1	-0.346116249502145	0	-1.3904144324362	0
PF3D7_1454400	APP	aminopeptidase P	-1.79081757877618	0	0.0727649721888919	0	-3.59426575060722	-1	-0.364537627380829	0
PF3D7_0827000	DBP10	ATP-dependent RNA helicase DBP10, putative	-1.92812876825604	-1	-0.196063420743974	0	-2.13346468489999	-1	-1.43047614230685	0
PF3D7_1250000	FCF2	rRNA-processing protein FCF2, putative	-1.95642053313777	-1	-0.300356731700374	0	-1.90269792521404	-1	-1.56861637686901	0
PF3D7_1223300	GyrA	DNA gyrase subunit A	-2.81371942336819	-1	-1.08165407551106	0	-1.21948955695422	0	-0.648607312655684	0
PF3D7_1105000	H4	histone H4	-3.59484063554356	-1	-0.172364395493968	0	-1.59831127532133	-1	-0.400863094709269	0
PF3D7_1224300	PABP1	polyadenylate-binding protein 1, putative	-2.84136064111333	-1	-0.392815589584343	0	-1.60234146164714	0	-0.952892842837253	0
PF3D7_0610700	N/A	conserved Plasmodium protein, unknown function	-1.18220222029259	0	-0.818619669543476	0	-0.978723101446859	0	-2.82047927245952	-1
PF3D7_0619800	N/A	conserved Plasmodium membrane protein, unknown function	-1.08793773568584	0	-3.0814779437651	-1	-0.424883569992737	0	-1.20955423087884	0
PF3D7_0932300	M18AAP	M18 aspartyl aminopeptidase	1.58421021808694	0	-1.53509937320053	0	-4.52237445697229	-1	-1.34784944838477	0
PF3D7_1011400	N/A	proteasome subunit beta type-5	-1.9249156338065	-1	-1.85381433338651	-1	-0.318715043576382	0	-1.80163869516464	0
PF3D7_1311500	RPT1	26S protease regulatory subunit 7, putative	-2.20001417568042	-1	-1.26043007807732	0	-1.26717808856229	0	-1.26335330683661	0
PF3D7_0423600	N/A	conserved Plasmodium protein, unknown function	-1.31371942363004	0	-1.03509937339221	0	-2.54114165742473	-1	-1.11278163906276	0
PF3D7_1423700	N/A	conserved Plasmodium protein, unknown function	-3.48141460105309	-1	-1.00663583927184	0	-1.18891022757725	0	-0.394476798119869	0
PF3D7_0524900	TYW1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative	-0.0415591657949528	0	-1.87413532610731	0	-3.18836533657984	-1	-1.08284523844672	0
PF3D7_0812400	KARalpha	karyopherin alpha	0.399785646698437	0	-2.48854467139404	-1	-2.4330670596149	-1	-1.66582683810401	-1
PF3D7_1455500	N/A	AP-1 complex subunit gamma, putative	-2.0596459718589	-1	-1.08486720986037	0	-2.89968118656874	-1	-0.147421142891192	0
PF3D7_0621700	N/A	conserved Plasmodium protein, unknown function	-1.20701760433286	0	-2.29688035142537	-1	-0.794563539495129	0	-1.90496633481856	0
PF3D7_0608400	N/A	conserved Plasmodium protein, unknown function	-1.39365509136101	0	0.545929006046573	0	-4.16675507225044	-1	-1.27021407609095	0
PF3D7_1235500	MT-A70.2	N6-adenosine-methyltransferase, putative	-2.73646444882933	-1	-0.504399101022897	0	-1.33609327836339	-1	-1.7296694849453	-1
PF3D7_0418100	SOC1	protein SOC1, putative	-2.20439928008558	-1	-1.34081672910876	0	-2.80426926061317	-1	-0.154760339248633	0
PF3D7_1004200	N/A	WD repeat-containing protein, putative	-2.2671647211772	-1	0.625864674123609	0	-4.27953492278353	-1	-0.621960622899939	0
PF3D7_1008700	N/A	tubulin beta chain	0.367202856596096	0	-1.82921448062021	-1	-2.84371060803024	-1	-2.26241583311626	-1
PF3D7_0827900	PDI8	protein disulfide-isomerase	-2.59484063555521	-1	-1.07029403721523	0	-1.15927599808777	0	-1.83919151685478	-1
PF3D7_0618100	N/A	conserved Plasmodium protein, unknown function	-1.31371942339681	0	-0.742618122780571	0	-3.89022642970627	-1	-0.826897631164823	0
PF3D7_1330600	N/A	elongation factor Tu, putative	1.30678462645294	0	-0.472333932321046	0	-5.71967325957919	-1	-1.93877192484505	-1
PF3D7_0922800	N/A	conserved Plasmodium protein, unknown function	-3.23959394476236	-1	-1.58353014324046	-1	-1.79308972703983	-1	-0.248001547516612	0
PF3D7_0813300	N/A	conserved protein, unknown function	-2.75095398225851	-1	-1.56865647142378	0	-1.08439158078579	0	-1.48408594077403	0
PF3D7_1437900	HSP40	HSP40, subfamily A	-2.74426287606652	-1	-1.47700286437708	0	-1.58985152470896	0	-1.10479892771659	0
PF3D7_1452600	N/A	conserved Plasmodium protein, unknown function	-2.87836093178557	-1	0.192740368450432	0	-4.16615262261419	-1	-0.0718599497967132	0
PF3D7_1118300	N/A	insulinase, putative	-2.37836093189542	-1	-0.111100920255033	0	-3.77734637317899	-1	-0.756366157166038	0
PF3D7_0609000	NUP637	nucleoporin NUP637, putative	-4.76866596525586	-1	-0.196157157320738	0	-2.00465772107756	-1	-0.1440681416708	0
PF3D7_1244800	N/A	translation machinery-associated protein 46, putative	-0.313719423658801	0	-0.535099373499385	0	-5.04150781474821	-1	-1.24425708728888	0
PF3D7_1026800	RPS2	40S ribosomal protein S2	-0.601173841134703	0	-2.03007254075707	0	-2.70873182159125	-1	-1.83190780360964	0
PF3D7_1331800	N/A	60S ribosomal protein L23, putative	-2.82490333007687	-1	-0.668839528992965	0	-2.08917461294127	-1	-1.59431344525011	0
PF3D7_0810500	PPM7	protein phosphatase PPM7, putative	-1.89868192415126	0	-0.535099373174441	0	-3.49086955811101	-1	-1.31070195837182	0
PF3D7_1311900	vapA	V-type proton ATPase catalytic subunit A	0.817797779378771	0	-1.35702746818765	0	-5.79260445770887	-1	-0.951951316703223	0
PF3D7_0818200	14-3-3I	14-3-3 protein	-2.59292977985324	-1	-1.06838318124825	0	-1.05158745999086	0	-2.58188195357745	-1
PF3D7_0526600	N/A	conserved Plasmodium protein, unknown function	-1.1291025188019	0	-2.6960634208026	-1	0.20934000622538	0	-3.87675630023901	-1
PF3D7_1237900	N/A	conserved Plasmodium protein, unknown function	0.554763373805212	0	-1.03509937319106	0	-4.64047356741189	-1	-2.40862727556202	0
PF3D7_0208300	N/A	conserved Plasmodium protein, unknown function	-2.7489017833238	-1	-0.30035673208919	0	-3.44102852869838	-1	-1.077665034029	0
PF3D7_0817100	N/A	tRNA modification GTPase, putative	-1.39868192399888	0	-1.32758062338264	0	-2.73492003870811	-1	-2.13780408425087	-1
PF3D7_1447000	N/A	40S ribosomal protein S5	-3.27315104221193	-1	0.0438768064001511	0	-1.95030017106117	0	-2.43127058449818	0
PF3D7_0708400	HSP90	heat shock protein 90	-2.99688053022198	-1	-0.887727740743436	0	-1.91488067802093	-1	-1.81862359355156	-1
PF3D7_1419700	EIF3H	eukaryotic translation initiation factor 3 subunit H, putative	-3.24890178290023	-1	-1.17780048266422	0	-2.04994523386185	-1	-1.16034802902405	0
PF3D7_0112700	N/A	28S ribosomal RNA	0.0135340149631169	0	-6.44504254851955	-1	2.28090512649808	1	-3.49408746310195	-1
PF3D7_1417900	N/A	ATP synthase-associated protein, putative	-1.00987813515256	0	-0.646295583822251	0	-4.03497973835284	-1	-1.98441848622137	-1
PF3D7_1019400	N/A	60S ribosomal protein L30e, putative	-1.23016443087169	0	-0.144189458618454	0	-4.27126176796122	-1	-2.06294960280437	0
PF3D7_0105700	N/A	asparagine-rich antigen Pfa35-2	-2.96332343316631	-1	-1.73125808500639	-1	-0.85723371281243	0	-2.16309792810345	-1
PF3D7_0704000	N/A	conserved Plasmodium membrane protein, unknown function	-3.05964597174727	-1	-2.48854467138452	-1	-0.822392668292459	0	-1.39347523918171	0
PF3D7_1230200	N/A	vacuolar transporter chaperone, putative, pseudogene	-1.16701539576969	0	-3.18087659583519	-1	-1.02401864524186	0	-2.43089105133273	-1
PF3D7_0628600	N/A	DNA methyltransferase 1-associated protein 1, putative	-1.66393928267245	0	-0.931873934461828	0	-4.36997034755888	-1	-0.851006008676227	0
PF3D7_1126500	N/A	WD repeat-containing protein, putative	-2.01415914154325	-1	-1.03938038005636	0	-3.20279723161252	-1	-1.57788511457694	0
PF3D7_1103800	NOT1	CCR4-NOT transcription complex subunit 1, putative	-3.37232451594734	-1	-0.897545754320125	0	-3.3411923566175	-1	-0.288181704676973	0
PF3D7_1203400	MFS4	major facilitator superfamily domain-containing protein, putative	-3.71739688428982	-1	-1.69285028607211	0	-0.38014160272812	0	-2.14661793520184	-1
PF3D7_1104400	Trx-mero	thioredoxin-like mero protein	-1.17051496589763	0	-1.00309112658034	0	-4.34101622470777	-1	-1.52198447973931	0
PF3D7_1338100	RPN3	26S proteasome regulatory subunit RPN3, putative	-3.10667014842715	-1	-2.80585303877129	-1	-0.13714425940516	0	-2.03602258718219	0
PF3D7_0415900	N/A	60S ribosomal protein L15, putative	-0.767164721519403	0	-0.673866361413847	0	-4.25118119420417	-1	-2.48711487170036	0
PF3D7_0204700	HT1	hexose transporter	-2.63564751807396	-1	-1.98854467117414	0	-1.51587209455283	0	-2.20872835332709	-1
PF3D7_0728000	eIF2alpha	eukaryotic translation initiation factor 2 subunit alpha	0.852992443789724	0	-1.77206496716906	0	-5.45747776913374	-1	-2.03522058537265	-1
PF3D7_0109400	N/A	tubulin-specific chaperone a, putative	-2.88519840020888	-1	-2.70290088898312	-1	-1.61066960849853	0	-1.2431450184306	0
PF3D7_0815600	EIF3G	eukaryotic translation initiation factor 3 subunit G, putative	-2.59864722815103	-1	0.510861871175117	0	-5.058499330482	-1	-1.35997163543264	0
PF3D7_1134000	HSP70-3	heat shock protein 70	-2.89049543943619	-1	-2.41571667783833	-1	-0.683776377470405	0	-2.57814194903154	-1
PF3D7_1239700	FTSH1	ATP-dependent zinc metalloprotease FTSH 1	-3.05964597094818	-1	-2.4885446708798	-1	-0.295050331564514	0	-2.93466956727345	-1
PF3D7_0904900	CuTP	copper-transporting ATPase	-2.4601102979445	-1	-0.889008997298957	0	-3.69546858281286	-1	-1.78680381392176	0
PF3D7_1424400	N/A	60S ribosomal protein L7-3, putative	-2.85212722188652	-1	-1.78102592181814	0	-2.59990362072501	-1	-1.72469940207695	0
PF3D7_0818900	HSP70	heat shock protein 70	-4.20645842901166	-1	-1.08256653815685	0	-2.37054709515239	-1	-1.46138515350487	-1
PF3D7_1333600	UTP4	U3 small nucleolar RNA-associated protein 4, putative	-2.35745084395894	-1	-0.882672082313893	0	-4.83311864532973	-1	-1.17394203500014	0
PF3D7_0719700	RPS10	40S ribosomal protein S10, putative	-3.31933305109853	-1	-1.74823175086252	0	-1.79581149569261	0	-2.39204197839791	0
PF3D7_0719600	N/A	60S ribosomal protein L11a, putative	-1.72593364151352	0	-1.65483234090902	0	-3.67230982975334	-1	-2.26823881836633	0
PF3D7_1117700	RAN	GTP-binding nuclear protein RAN/TC4	0.28950601510085	0	-0.390642854349071	0	-7.18811417284581	-1	-2.04337035707984	-1
PF3D7_1468700	eIF4A	eukaryotic initiation factor 4A	-2.58909281612106	-1	-1.49579445617746	0	-3.11320681699411	-1	-2.1818662483712	0
PF3D7_0605800	RAD50	DNA repair protein RAD50, putative	-3.1463873816721	-1	-2.28280483069528	-1	-2.44781272604896	-1	-2.03551305617772	-1
PF3D7_0528200	EIF3E	eukaryotic translation initiation factor 3 subunit E, putative	-3.79081757843563	-1	-2.13475377726723	-1	-2.43554040412094	-1	-1.55513421184696	0
PF3D7_1402700	SR140	U2 snRNP-associated SURP motif-containing protein, putative	-2.69449503946744	-1	-0.877467190796234	0	-4.46306872293797	-1	-2.04093979010986	0
PF3D7_0619400	N/A	cell division cycle protein 48 homologue, putative	-3.06761674365648	-1	-1.49651544329372	0	-3.7627721459607	-1	-1.9769290335092	-1
PF3D7_1027800	RPL3	60S ribosomal protein L3	-3.40018316805724	-1	-1.87563656981732	0	-3.33110731898802	-1	-1.86652045167896	0
PF3D7_1351400	N/A	60S ribosomal protein L17, putative	-1.24086504110383	0	-2.69698763308459	0	-4.60806055768505	-1	-2.05864521127016	0
PF3D7_1431000	N/A	ribosomal protein L17, mitochondrial, putative	-2.8574508440375	-1	-2.28634954342125	-1	-3.28801974104481	-1	-2.24436138832688	-1
PF3D7_1469600	ACC	acetyl-CoA carboxylase	-3.5247518061023	-1	-2.29268645833675	0	-3.62271603451158	-1	-1.29494806399154	0
PF3D7_1130200	PfP0	60S ribosomal protein P0	-3.67084218257316	-1	-1.53509937334822	0	-3.67327847182928	-1	-1.97404838329097	0
PF3D7_0618300	N/A	60S ribosomal protein L27a, putative	-2.9020137892834	-1	-1.83091248860049	0	-4.07969879909112	-1	-2.11937082587291	-1
PF3D7_1338300	EF-1gamma	elongation factor 1-gamma, putative	-3.67084218245224	-1	0.55896542459555	0	-5.61327290225863	-1	-2.35487094218513	0
PF3D7_1370800	N/A	non-coding RNA	-0.162052346997412	0	-4.17694037682862	-1	0.551567171205013	0	-7.30204682452022	-1
PF3D7_0716800	EIF3I	eukaryotic translation initiation factor 3 subunit I, putative	-2.94711269347318	-1	-2.08353014249636	-1	-4.5429187331122	-1	-1.69258522761996	0
PF3D7_1431700	N/A	60S ribosomal protein L14, putative	-3.42087898376716	-1	-2.84977768340441	-1	-3.47713942898224	-1	-2.28229342803796	-1
PF3D7_1451100	eEF2	elongation factor 2	-4.13396240737432	-1	-1.06286110692502	0	-5.08437677921801	-1	-1.96597093080167	0
PF3D7_1347500	ALBA4	DNA/RNA-binding protein Alba 4	-4.8144235202519	-1	-1.54288250250405	0	-4.20096410151304	-1	-1.81424289121001	0
PF3D7_1434300	HOP	Hsp70/Hsp90 organizing protein	-2.53242207910819	-1	-1.75380202916473	0	-5.13847169568862	-1	-3.0029479431319	-1
PF3D7_1142800	N/A	ATP synthase-associated protein, putative	-2.39533459818778	-1	-2.32423329766779	-1	-4.81369877437784	-1	-2.92410156964304	-1
PF3D7_0622200	N/A	radical SAM protein, putative	-3.21739688428982	-1	-2.14629558392707	0	-5.73186098400442	-1	-1.38681751655967	0
PF3D7_1342000	N/A	40S ribosomal protein S6	-3.76377545489795	-1	-2.23922885667182	0	-4.42867307055609	-1	-2.48090501061641	0
PF3D7_0918500	TR	telomerase RNA	-0.304868697887446	0	-4.47353548632622	-1	-2.03244523629843	-1	-6.1621036429389	-1
PF3D7_0519400	RPS24	40S ribosomal protein S24	-5.66383089877408	-1	-1.82703886816002	0	-3.31432480857952	-1	-2.27523791896001	0
PF3D7_1006800	GBP2	G-strand-binding protein 2, putative	-5.0598963958483	-1	-1.35540182520723	0	-4.50274716328174	-1	-2.2389647796476	-1
PF3D7_0217100	N/A	ATP synthase subunit alpha, mitochondrial	-2.59420424595957	-1	-2.06965764758462	-1	-5.24118017603498	-1	-3.64406422169199	-1
PF3D7_1409800	CELF2	CUGBP Elav-like family member 2, putative	-3.70767070296116	-1	-2.84408815215333	-1	-5.42691840123135	-1	-2.05079712552699	0
PF3D7_0716300	N/A	conserved protein, unknown function	-4.54471489854624	-1	-3.06993613706622	-1	-3.12191619820228	-1	-3.30657200286501	-1
PF3D7_0507100	RPL4	60S ribosomal protein L4	-3.62839773362884	-1	-2.42577923019315	0	-6.14491223231684	-1	-2.1751391904205	0
PF3D7_0322000	CYP19A	peptidyl-prolyl cis-trans isomerase	-3.48029709862962	-1	-2.24823175058145	0	-8.34853370995738	-1	-3.55204590943838	-1
PF3D7_0801100	N/A	28S ribosomal RNA	-2.30573960037125	-1	-4.24787440564938	-1	-6.17565615135722	-1	-7.98711765952705	-1
PF3D7_1478900	N/A	non-coding RNA	-7.72207377022279	-1	-5.9344927658547	-1	-5.88300322274124	-1	-5.68349038276612	-1
PF3D7_0829800	N/A	non-coding RNA	-4.4189997540161	-1	-7.28513301238502	-1	-8.30822125055654	-1	-10.3444985664979	-1
