Gene ID	source_id	Gene Type	Input ID	Gene Name or Symbol	gene_source_id	EC numbers	Curated GO Process IDs	Curated GO Function IDs	Curated GO Component IDs	Genomic Sequence ID	
TGME49_291930	TGME49_291930-t26_1	protein coding gene	80.m02340	N/A	TGME49_291930	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_291940	TGME49_291940-t26_1	protein coding gene	80.m02341	N/A	TGME49_291940	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_291950	TGME49_291950-t26_1	protein coding gene	80.m02342	N/A	TGME49_291950	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_291960	TGME49_291960-t26_1	protein coding gene	80.m02343	ROP40	TGME49_291960	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_291970	TGME49_291970-t26_1	protein coding gene	80.m05008	N/A	TGME49_291970	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_291980	TGME49_291980-t26_1	protein coding gene	80.m02344	N/A	TGME49_291980	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292000	TGME49_292000-t26_1	protein coding gene	80.m02345	N/A	TGME49_292000	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292010	TGME49_292010-t26_1	protein coding gene	80.m02346	TFIIB	TGME49_292010	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292020	TGME49_292020-t26_1	protein coding gene	80.m02347	N/A	TGME49_292020	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292035	TGME49_292035-t26_1	protein coding gene	80.m03963, 80.m02349	N/A	TGME49_292035	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292055	TGME49_292055-t26_1	protein coding gene	80.m02351, 80.m02350	CDPK8	TGME49_292055	2.7.11.18 ([Myosin light-chain] kinase);2.7.11.25 (Mitogen-activated protein kinase kinase kinase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292070	TGME49_292070-t26_1	protein coding gene	80.m05007	N/A	TGME49_292070	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292080	TGME49_292080-t26_1	protein coding gene	80.m00095	N/A	TGME49_292080	6.1.1.4 (Leucine--tRNA ligase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292100	TGME49_292100-t26_1	protein coding gene	80.m03957	N/A	TGME49_292100	1.2.4.4 (3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring))	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292110	TGME49_292110-t26_1	protein coding gene	80.m03958	N/A	TGME49_292110	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292120	TGME49_292120-t26_1	protein coding gene	80.m02353	MORN2	TGME49_292120	2.7.1.68 (1-phosphatidylinositol-4-phosphate 5-kinase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292130	TGME49_292130-t26_1	protein coding gene	80.m00062	RPL13A	TGME49_292130	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292140	TGME49_292140-t26_1	protein coding gene	80.m02355	NEK	TGME49_292140	2.7.11.1 (Non-specific serine/threonine protein kinase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292150	TGME49_292150-t26_1	protein coding gene	80.m03962	N/A	TGME49_292150	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292160	TGME49_292160-t26_1	protein coding gene	80.m02356	N/A	TGME49_292160	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292170	TGME49_292170-t26_1	protein coding gene	80.m02357	N/A	TGME49_292170	2.1.1.43 (Transferred entry: 2.1.1.354)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292200	TGME49_292200-t26_1	protein coding gene	80.m00061	N/A	TGME49_292200	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292220	TGME49_292220-t26_1	protein coding gene	80.m02359	N/A	TGME49_292220	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292235	TGME49_292235-t26_1	protein coding gene	80.m05037, 80.m02360	N/A	TGME49_292235	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292250	TGME49_292250-t26_1	protein coding gene	80.m05038	SRS36A	TGME49_292250	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292260	TGME49_292260-t26_1	protein coding gene	80.m02361	SAG5D	TGME49_292260	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292270	TGME49_292270-t26_1	protein coding gene	80.m05039	SAG5A	TGME49_292270	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292290	TGME49_292290-t26_1	protein coding gene	80.m05041	N/A	TGME49_292290	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292300	TGME49_292300-t26_1	protein coding gene	80.m02364	POLR3H	TGME49_292300	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292310	TGME49_292310-t26_1	protein coding gene	80.m05004	N/A	TGME49_292310	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292320	TGME49_292320-t26_1	protein coding gene	80.m02365	N/A	TGME49_292320	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292330	TGME49_292330-t26_1	protein coding gene	80.m02366	N/A	TGME49_292330	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292340	TGME49_292340-t26_1	protein coding gene	80.m02367	N/A	TGME49_292340	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292350	TGME49_292350-t26_1	protein coding gene	80.m03960	N/A	TGME49_292350	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292360	TGME49_292360-t26_1	protein coding gene	80.m02368	N/A	TGME49_292360	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292375	TGME49_292375-t26_1	protein coding gene	80.m02369, 80.m05003	N/A	TGME49_292375	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292390	TGME49_292390-t26_1	protein coding gene	173.m00003	N/A	TGME49_292390	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_292920	TGME49_292920-t26_1	protein coding gene	83.m01184	N/A	TGME49_292920	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_292935	TGME49_292935-t26_1	protein coding gene	83.m01185, 83.m02701	N/A	TGME49_292935	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_292950	TGME49_292950-t26_1	protein coding gene	83.m01186	N/A	TGME49_292950	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_292960	TGME49_292960-t26_1	protein coding gene	83.m02142	N/A	TGME49_292960	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_292975	TGME49_292975-t26_1	protein coding gene	83.m01188, 83.m02139	N/A	TGME49_292975	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293000	TGME49_293000-t26_1	protein coding gene	83.m01190	N/A	TGME49_293000	3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293010	TGME49_293010-t26_1	protein coding gene	83.m02702	N/A	TGME49_293010	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293020	TGME49_293020-t26_1	protein coding gene	83.m02703	N/A	TGME49_293020	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293030	TGME49_293030-t26_1	protein coding gene	83.m01191	N/A	TGME49_293030	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293040	TGME49_293040-t26_1	protein coding gene	83.m02695	N/A	TGME49_293040	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293050	TGME49_293050-t26_1	protein coding gene	83.m01192	N/A	TGME49_293050	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293060	TGME49_293060-t26_1	protein coding gene	83.m01193	N/A	TGME49_293060	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293170	TGME49_293170-t26_1	protein coding gene	83.m01194	N/A	TGME49_293170	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293180	TGME49_293180-t26_1	protein coding gene	83.m01195	N/A	TGME49_293180	1.4.1.4 (Glutamate dehydrogenase (NADP(+)))	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293190	TGME49_293190-t26_1	protein coding gene	83.m01196	N/A	TGME49_293190	3.1.3.56 (Inositol-polyphosphate 5-phosphatase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293200	TGME49_293200-t26_1	protein coding gene	83.m02704	N/A	TGME49_293200	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293210	TGME49_293210-t26_1	protein coding gene	83.m02705	N/A	TGME49_293210	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293220	TGME49_293220-t26_1	protein coding gene	83.m01197	N/A	TGME49_293220	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293230	TGME49_293230-t26_1	protein coding gene	83.m01198	N/A	TGME49_293230	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293240	TGME49_293240-t26_1	protein coding gene	83.m01199	N/A	TGME49_293240	3.1.1.3 (Triacylglycerol lipase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293250	TGME49_293250-t26_1	protein coding gene	83.m01200	N/A	TGME49_293250	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293260	TGME49_293260-t26_1	protein coding gene	83.m01201	N/A	TGME49_293260	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293270	TGME49_293270-t26_1	protein coding gene	83.m01201	N/A	TGME49_293270	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293280	TGME49_293280-t26_1	protein coding gene	83.m01202	N/A	TGME49_293280	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293290	TGME49_293290-t26_1	protein coding gene	83.m02708	N/A	TGME49_293290	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293300	TGME49_293300-t26_1	protein coding gene	83.m02709	N/A	TGME49_293300	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293310	TGME49_293310-t26_1	protein coding gene	83.m00018	N/A	TGME49_293310	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293320	TGME49_293320-t26_1	protein coding gene	83.m01204, 83.m02690	N/A	TGME49_293320	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293330	TGME49_293330-t26_1	protein coding gene	83.m01205	N/A	TGME49_293330	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293340	TGME49_293340-t26_1	protein coding gene	83.m01206	N/A	TGME49_293340	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293350	TGME49_293350-t26_1	protein coding gene	83.m01207	N/A	TGME49_293350	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293360	TGME49_293360-t26_1	protein coding gene	83.m01208	N/A	TGME49_293360	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293368	TGME49_293368-t26_1	protein coding gene	113.m00777	N/A	TGME49_293368	N/A	N/A	N/A	N/A	TGME49_chrII	
TGME49_293370	TGME49_293370-t26_1	protein coding gene	83.m01208	PRMT2	TGME49_293370	2.1.1.125 (Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293372	TGME49_293372-t26_1	protein coding gene	113.m00777	N/A	TGME49_293372	N/A	N/A	N/A	N/A	TGME49_chrII	
TGME49_293380	TGME49_293380-t26_1	protein coding gene	83.m02144	HAT1	TGME49_293380	2.3.1.48 (Histone acetyltransferase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293390	TGME49_293390-t26_1	protein coding gene	83.m01209	N/A	TGME49_293390	4.4.1.17 (Holocytochrome-c synthase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293410	TGME49_293410-t26_1	protein coding gene	83.m02700	N/A	TGME49_293410	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293420	TGME49_293420-t26_1	protein coding gene	83.m01210	N/A	TGME49_293420	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293430	TGME49_293430-t26_1	protein coding gene	83.m01211	N/A	TGME49_293430	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293440	TGME49_293440-t26_1	protein coding gene	83.m01212	N/A	TGME49_293440	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293450	TGME49_293450-t26_1	protein coding gene	83.m01213	N/A	TGME49_293450	3.1.3.16 (Protein-serine/threonine phosphatase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293460	TGME49_293460-t26_1	protein coding gene	83.m01214	N/A	TGME49_293460	6.5.1.1 (DNA ligase (ATP))	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293470	TGME49_293470-t26_1	protein coding gene	83.m01215	N/A	TGME49_293470	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293480	TGME49_293480-t26_1	protein coding gene	83.m01216	N/A	TGME49_293480	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293490	TGME49_293490-t26_1	protein coding gene	83.m01217	N/A	TGME49_293490	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293500	TGME49_293500-t26_1	protein coding gene	83.m01218	N/A	TGME49_293500	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293510	TGME49_293510-t26_1	protein coding gene	83.m01219	N/A	TGME49_293510	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293520	TGME49_293520-t26_1	protein coding gene	83.m02699	N/A	TGME49_293520	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293540	TGME49_293540-t26_1	protein coding gene	83.m01220	N/A	TGME49_293540	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293550	TGME49_293550-t26_1	protein coding gene	83.m01221	N/A	TGME49_293550	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293560	TGME49_293560-t26_1	protein coding gene	83.m01222	N/A	TGME49_293560	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293570	TGME49_293570-t26_1	protein coding gene	83.m00020	N/A	TGME49_293570	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293580	TGME49_293580-t26_1	protein coding gene	83.m00020	N/A	TGME49_293580	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293590	TGME49_293590-t26_1	protein coding gene	83.m00002	N/A	TGME49_293590	2.3.1.179 (Beta-ketoacyl-[acyl-carrier-protein] synthase II)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293600	TGME49_293600-t26_1	protein coding gene	83.m01225	RPL27	TGME49_293600	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293610	TGME49_293610-t26_1	protein coding gene	83.m00001	N/A	TGME49_293610	3.5.2.3 (Dihydroorotase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293620	TGME49_293620-t26_1	protein coding gene	83.m01227	N/A	TGME49_293620	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293630	TGME49_293630-t26_1	protein coding gene	83.m01228	N/A	TGME49_293630	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293650	TGME49_293650-t26_1	protein coding gene	83.m02711	N/A	TGME49_293650	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293660	TGME49_293660-t26_1	protein coding gene	83.m01229	N/A	TGME49_293660	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293670	TGME49_293670-t26_1	protein coding gene	83.m01230	TCEA1	TGME49_293670	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293680	TGME49_293680-t26_1	protein coding gene	83.m01231	N/A	TGME49_293680	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293690	TGME49_293690-t26_1	protein coding gene	83.m00017	PRF	TGME49_293690	N/A	N/A	N/A	GO:0005737	TGME49_chrIa	
TGME49_293700	TGME49_293700-t26_1	protein coding gene	83.m01233	N/A	TGME49_293700	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293710	TGME49_293710-t26_1	protein coding gene	83.m01234	N/A	TGME49_293710	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293720	TGME49_293720-t26_1	protein coding gene	83.m02140	N/A	TGME49_293720	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293730	TGME49_293730-t26_1	protein coding gene	83.m00009	N/A	TGME49_293730	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293740	TGME49_293740-t26_1	protein coding gene	83.m02720	N/A	TGME49_293740	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293760	TGME49_293760-t26_1	protein coding gene	83.m01236	N/A	TGME49_293760	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293770	TGME49_293770-t26_1	protein coding gene	83.m01237	CLP1	TGME49_293770	3.2.1.14 (Chitinase)	N/A	N/A	GO:0020009	TGME49_chrIa	
TGME49_293780	TGME49_293780-t26_1	protein coding gene	83.m01238	N/A	TGME49_293780	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293790	TGME49_293790-t26_1	protein coding gene	83.m01239	N/A	TGME49_293790	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293800	TGME49_293800-t26_1	protein coding gene	83.m02712	N/A	TGME49_293800	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293810	TGME49_293810-t26_1	protein coding gene	83.m00005	N/A	TGME49_293810	4.1.3.30 (Methylisocitrate lyase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293820	TGME49_293820-t26_1	protein coding gene	83.m01241	N/A	TGME49_293820	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293830	TGME49_293830-t26_1	protein coding gene	83.m01241	N/A	TGME49_293830	2.1.1.103 (Phosphoethanolamine N-methyltransferase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293840	TGME49_293840-t26_1	protein coding gene	83.m01242	N/A	TGME49_293840	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293850	TGME49_293850-t26_1	protein coding gene	83.m01243	N/A	TGME49_293850	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293860	TGME49_293860-t26_1	protein coding gene	83.m01244	N/A	TGME49_293860	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293870	TGME49_293870-t26_1	protein coding gene	83.m01245	N/A	TGME49_293870	1.8.1.8 (Protein-disulfide reductase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293890	TGME49_293890-t26_1	protein coding gene	83.m02713	N/A	TGME49_293890	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_293900	TGME49_293900-t26_1	protein coding gene	83.m00006	N/A	TGME49_293900	N/A	N/A	N/A	GO:0045177;GO:0020009;GO:0005886	TGME49_chrIa	
TGME49_294010	TGME49_294010-t26_1	protein coding gene	83.m01248	N/A	TGME49_294010	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294020	TGME49_294020-t26_1	protein coding gene	83.m01249	N/A	TGME49_294020	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294040	TGME49_294040-t26_1	protein coding gene	83.m02714	N/A	TGME49_294040	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294050	TGME49_294050-t26_1	protein coding gene	83.m01250	N/A	TGME49_294050	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294060	TGME49_294060-t26_1	protein coding gene	83.m01251	N/A	TGME49_294060	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294180	TGME49_294180-t26_1	protein coding gene	83.m01252	N/A	TGME49_294180	2.1.1.33 (tRNA (guanine(46)-N(7))-methyltransferase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294190	TGME49_294190-t26_1	protein coding gene	83.m01253	N/A	TGME49_294190	3.1.2.4 (3-hydroxyisobutyryl-CoA hydrolase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294200	TGME49_294200-t26_1	protein coding gene	83.m00004	N/A	TGME49_294200	1.1.1.49 (Glucose-6-phosphate dehydrogenase (NADP(+)))	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294210	TGME49_294210-t26_1	protein coding gene	83.m02694	N/A	TGME49_294210	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294220	TGME49_294220-t26_1	protein coding gene	83.m01255	N/A	TGME49_294220	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294230	TGME49_294230-t26_1	protein coding gene	83.m02698	N/A	TGME49_294230	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294240	TGME49_294240-t26_1	protein coding gene	83.m02693	N/A	TGME49_294240	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294250	TGME49_294250-t26_1	protein coding gene	83.m02691	N/A	TGME49_294250	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294260	TGME49_294260-t26_1	protein coding gene	83.m02141	N/A	TGME49_294260	2.7.11.17 (Calcium/calmodulin-dependent protein kinase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294270	TGME49_294270-t26_1	protein coding gene	83.m01256	PRMT4	TGME49_294270	2.1.1.125 (Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322)	N/A	N/A	GO:0005634	TGME49_chrIa	
TGME49_294280	TGME49_294280-t26_1	protein coding gene	83.m01257	N/A	TGME49_294280	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294290	TGME49_294290-t26_1	protein coding gene	83.m00015	N/A	TGME49_294290	N/A	N/A	N/A	GO:0005783	TGME49_chrIa	
TGME49_294300	TGME49_294300-t26_1	protein coding gene	83.m00007	N/A	TGME49_294300	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294310	TGME49_294310-t26_1	protein coding gene	83.m02721	N/A	TGME49_294310	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294320	TGME49_294320-t26_1	protein coding gene	83.m01259	N/A	TGME49_294320	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294330	TGME49_294330-t26_1	protein coding gene	83.m01260	N/A	TGME49_294330	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294340	TGME49_294340-t26_1	protein coding gene	83.m01261	N/A	TGME49_294340	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294350	TGME49_294350-t26_1	protein coding gene	83.m01262	N/A	TGME49_294350	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294360	TGME49_294360-t26_1	protein coding gene	83.m01263	N/A	TGME49_294360	3.1.2.15 (Deleted entry)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294370	TGME49_294370-t26_1	protein coding gene	83.m01264	N/A	TGME49_294370	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294380	TGME49_294380-t26_1	protein coding gene	83.m01265	N/A	TGME49_294380	2.8.1.7 (Cysteine desulfurase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294390	TGME49_294390-t26_1	protein coding gene	83.m01266	N/A	TGME49_294390	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294400	TGME49_294400-t26_1	protein coding gene	83.m01266	N/A	TGME49_294400	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294410	TGME49_294410-t26_1	protein coding gene	83.m02692	N/A	TGME49_294410	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294420	TGME49_294420-t26_1	protein coding gene	83.m01267	N/A	TGME49_294420	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294430	TGME49_294430-t26_1	protein coding gene	83.m01268	N/A	TGME49_294430	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294440	TGME49_294440-t26_1	protein coding gene	83.m01269	N/A	TGME49_294440	2.1.1.203 (tRNA (cytosine(34)-C(5))-methyltransferase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294550	TGME49_294550-t26_1	protein coding gene	83.m00019	N/A	TGME49_294550	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294560	TGME49_294560-t26_1	protein coding gene	83.m01271	ROP37	TGME49_294560	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294570	TGME49_294570-t26_1	protein coding gene	83.m01272	N/A	TGME49_294570	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294585	TGME49_294585-t26_1	protein coding gene	83.m01273	N/A	TGME49_294585	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294600	TGME49_294600-t26_1	protein coding gene	83.m00008	N/A	TGME49_294600	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294610	TGME49_294610-t26_1	protein coding gene	83.m01275	N/A	TGME49_294610	2.1.1.43 (Transferred entry: 2.1.1.354)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294620	TGME49_294620-t26_1	protein coding gene	83.m02148	N/A	TGME49_294620	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294630	TGME49_294630-t26_1	protein coding gene	83.m01276	N/A	TGME49_294630	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294640	TGME49_294640-t26_1	protein coding gene	83.m00003	N/A	TGME49_294640	1.17.4.1 (Ribonucleoside-diphosphate reductase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294660	TGME49_294660-t26_1	protein coding gene	83.m02697	N/A	TGME49_294660	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294670	TGME49_294670-t26_1	protein coding gene	83.m01278	N/A	TGME49_294670	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294680	TGME49_294680-t26_1	protein coding gene	83.m01278	N/A	TGME49_294680	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294690	TGME49_294690-t26_1	protein coding gene	83.m01279	ROM5	TGME49_294690	3.4.21.105 (Rhomboid protease)	N/A	N/A	GO:0005886	TGME49_chrIa	
TGME49_294700	TGME49_294700-t26_1	protein coding gene	83.m01280	N/A	TGME49_294700	2.7.1.78 (Polynucleotide 5'-hydroxyl-kinase)	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294710	TGME49_294710-t26_1	protein coding gene	83.m01280	N/A	TGME49_294710	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294720	TGME49_294720-t26_1	protein coding gene	83.m01281	N/A	TGME49_294720	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294730	TGME49_294730-t26_1	protein coding gene	83.m01282	N/A	TGME49_294730	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294740	TGME49_294740-t26_1	protein coding gene	83.m01283	N/A	TGME49_294740	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294770	TGME49_294770-t26_1	protein coding gene	83.m01283	N/A	TGME49_294770	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294780	TGME49_294780-t26_1	protein coding gene	83.m00014	N/A	TGME49_294780	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294790	TGME49_294790-t26_1	protein coding gene	83.m01285	N/A	TGME49_294790	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294808	TGME49_294808-t26_1	protein coding gene	83.m01287	N/A	TGME49_294808	N/A	N/A	N/A	N/A	TGME49_chrIa	
TGME49_294812	TGME49_294812-t26_1	protein coding gene	83.m01287	N/A	TGME49_294812	N/A	N/A	N/A	N/A	TGME49_chrIa	
